winsorized_Adult_Mortality,winsorized_Infant_Deaths,winsorized_Alcohol,winsorized_Percentage_Exp,winsorized_HepatitisB,winsorized_Under_Five_Deaths,winsorized_Polio,winsorized_Tot_Exp,winsorized_Diphtheria,winsorized_HIV,winsorized_GDP,winsorized_Population,winsorized_thinness_1to19_years,winsorized_thinness_5to9_years,winsorized_Income_Comp_Of_Resources,winsorized_Schooling,BMI
144.0,0,0.01,274.547,18.0,0,92.0,7.32,92.0,0.1,1627.429,6495.0,2.6,2.7,0.27,4.4,51.9
232.0,49,0.01,29.755,71.0,87,71.0,6.11,71.0,0.7,391.516,17153357.0,1.3,1.1,0.331,5.1,18.1
189.0,30,1.6,48.509,62.0,36,99.0,5.29,99.0,0.1,558.221,24654.0,3.4,3.4,0.27,10.6,34.8
166.0,6,6.02,664.559,83.0,8,85.0,4.6,88.0,0.9,5451.67,9897985.0,3.3,3.3,0.697,12.9,53.6
412.0,60,4.64,67.639,79.0,87,72.0,4.97,73.0,3.2,824.869,16513822.0,7.2,7.3,0.452,8.1,22.3
29.0,49,0.3,17.483,92.0,65,45.0,1.92,45.0,0.5,987.737,5155896.0,13.1,13.3,0.515,8.8,19.8
14.0,1,4.25,96.206,96.0,1,97.0,6.0,97.0,0.1,1326.973,36173.0,2.1,2.1,0.662,10.6,46.0
22.0,38,0.2,2.791,18.0,50,76.0,5.48,78.0,0.1,253.724,2495623.0,16.1,16.7,0.457,9.2,12.9
487.0,32,2.08,10.851,18.0,51,77.0,4.37,45.0,3.2,114.588,12725974.0,6.9,6.8,0.492,11.1,19.2
98.0,1,1.72,8.907,18.0,1,75.0,8.9,45.0,0.1,614.271,486466.0,4.7,4.6,0.731,12.9,61.9
1.0,1,11.01,1109.855,18.0,1,96.0,8.29,95.0,0.1,8787.614,128657.0,0.8,0.8,0.873,18.2,58.5
117.0,1,6.58,1109.855,95.0,1,95.0,11.17,95.0,0.1,5877.877,333143.0,1.6,1.6,0.756,15.2,58.9
239.0,64,0.38,1.917,18.0,87,77.0,1.8,73.0,0.4,138.925,17153357.0,13.3,13.7,0.427,7.6,14.1
434.0,64,1.63,3.848,84.0,87,77.0,4.62,45.0,3.2,41.776,17153357.0,9.0,9.0,0.447,8.4,14.7
325.0,2,1.02,94.133,25.0,2,68.0,6.22,68.0,3.2,819.974,758615.0,6.1,5.9,0.378,4.4,29.4
491.0,4,0.01,162.128,93.0,6,45.0,1.62,93.0,3.2,1174.839,2145785.0,5.8,5.6,0.491,10.8,32.0
223.0,8,0.01,55.122,42.0,12,71.0,4.21,71.0,1.3,697.745,31372.0,9.8,9.6,0.461,7.2,24.2
126.0,4,0.52,721.366,96.0,4,97.0,4.17,97.0,0.1,8787.614,322817.0,7.6,7.4,0.783,13.0,39.5
372.0,64,0.85,1.186,47.0,87,55.0,4.26,45.0,3.2,12.179,17153357.0,11.8,11.7,0.283,4.4,12.6
259.0,16,5.95,63.832,68.0,22,64.0,5.92,63.0,2.4,674.756,97529.0,4.2,4.2,0.462,8.4,41.8
95.0,3,12.91,1109.855,84.0,4,94.0,1.1,45.0,0.1,8787.614,8221158.0,1.2,1.2,0.855,16.2,55.1
349.0,2,5.99,547.039,95.0,3,96.0,5.64,95.0,3.2,6346.156,214866.0,8.0,7.8,0.669,12.3,35.2
22.0,0,7.57,497.472,97.0,1,97.0,6.57,97.0,0.3,3785.936,75391.0,5.6,5.3,0.63,10.6,44.1
366.0,29,2.57,183.046,81.0,44,83.0,4.26,81.0,3.2,1644.62,14264756.0,6.6,6.4,0.543,12.0,21.2
96.0,18,0.43,198.734,99.0,21,99.0,5.91,99.0,0.1,3154.513,3431882.0,6.4,6.2,0.64,12.1,57.5
217.0,64,4.44,0.901,52.0,87,85.0,3.25,84.0,0.1,11.553,8331954.0,1.0,9.7,0.631,11.6,19.2
491.0,30,4.06,36.591,63.0,48,54.0,11.79,53.0,1.7,249.94,4957216.0,9.9,1.0,0.306,7.2,17.9
26.0,0,8.81,80.033,98.0,0,99.0,6.51,99.0,0.1,6351.812,2263122.0,2.5,2.6,0.776,15.5,56.6
483.0,3,4.8,368.285,83.0,4,81.0,6.47,81.0,3.2,3288.257,29228.0,13.7,13.7,0.559,11.7,27.2
273.0,54,0.6,9.586,72.0,87,77.0,6.35,73.0,1.5,78.378,157585.0,8.8,8.5,0.396,7.3,2.7
81.0,0,12.4,69.929,83.0,0,83.0,1.35,83.0,0.1,443.994,8268641.0,1.7,1.9,0.854,15.0,53.2
357.0,15,1.14,36.622,24.0,22,45.0,5.17,82.0,3.2,372.172,5683268.0,8.4,8.3,0.435,10.1,18.9
189.0,0,14.09,153.505,95.0,0,96.0,5.2,96.0,0.1,1338.313,1354775.0,2.1,2.2,0.812,15.9,55.5
146.0,24,0.58,88.165,18.0,28,91.0,5.25,91.0,0.1,1721.974,17153357.0,6.6,6.4,0.551,9.3,47.3
47.0,64,0.96,5.743,74.0,87,73.0,5.38,74.0,3.2,419.226,2422145.0,3.7,3.6,0.39,9.3,2.5
258.0,8,7.6,708.329,99.0,9,99.0,3.65,99.0,0.1,8513.565,15674.0,2.4,2.5,0.758,14.6,47.9
11.0,1,1.94,630.054,77.0,1,74.0,8.42,77.0,0.1,5339.441,3986852.0,4.7,4.6,0.27,13.7,6.8
64.0,0,0.01,1109.855,99.0,0,99.0,11.16,99.0,0.1,7112.336,393.0,13.7,13.8,0.683,12.4,25.1
63.0,0,6.9,1109.855,42.0,0,98.0,8.92,98.0,0.1,8787.614,914892.0,1.3,1.3,0.895,15.8,56.1
287.0,14,0.01,48.73,84.0,20,84.0,5.12,84.0,1.5,579.435,742948.0,6.8,6.6,0.47,12.0,23.1
125.0,8,0.01,973.729,88.0,10,78.0,5.47,88.0,0.1,6491.524,3973354.0,1.1,1.1,0.735,13.4,54.9
22.0,5,6.29,24.445,95.0,5,95.0,4.36,95.0,0.1,1286.565,17153357.0,2.4,2.5,0.789,15.0,52.3
142.0,3,2.56,41.621,99.0,3,99.0,3.68,99.0,0.1,361.289,2585.0,15.2,15.1,0.757,13.8,21.9
66.0,2,8.65,1109.855,96.0,2,97.0,8.71,95.0,0.1,8787.614,17153357.0,0.5,0.5,0.851,15.8,58.2
221.0,0,7.52,48.029,95.0,1,95.0,6.6,95.0,0.4,326.281,746556.0,5.6,5.3,0.618,10.2,42.4
285.0,4,0.01,0.949,87.0,6,87.0,5.96,87.0,3.2,67.752,1638139.0,7.7,7.5,0.416,9.1,24.3
1.0,1,4.29,868.371,18.0,1,92.0,7.25,91.0,0.1,3981.528,3996798.0,2.3,2.2,0.708,11.7,46.4
161.0,1,10.39,508.63,96.0,1,96.0,6.67,95.0,0.1,4513.136,76122.0,2.2,2.2,0.75,13.5,6.3
121.0,1,3.89,274.153,95.0,1,96.0,4.48,95.0,0.1,3684.848,2881922.0,2.0,2.1,0.732,12.7,52.6
98.0,1,3.41,1109.855,84.0,1,82.0,9.73,85.0,0.1,8787.614,46474.0,1.8,1.7,0.752,13.4,56.5
93.0,2,7.57,954.964,95.0,2,92.0,6.69,91.0,0.1,7615.347,1614764.0,0.9,1.0,0.79,14.6,57.4
184.0,0,6.85,549.81,97.0,0,98.0,5.81,97.0,0.3,4258.789,313929.0,3.5,3.4,0.7,12.7,46.3
137.0,3,0.49,315.664,94.0,4,95.0,3.74,95.0,0.1,4955.478,2517419.0,9.2,8.9,0.731,12.7,29.8
73.0,0,6.2,1109.855,42.0,0,99.0,8.18,99.0,0.1,8787.614,887219.0,1.4,1.3,0.873,15.9,52.8
224.0,7,2.9,88.244,96.0,9,98.0,3.94,97.0,0.1,643.175,4516131.0,3.6,3.6,0.27,4.4,37.5
386.0,64,9.3,105.591,41.0,87,45.0,4.0,53.0,3.2,1383.893,1534739.0,12.0,11.9,0.481,9.2,21.0
29.0,0,2.09,5.89,99.0,0,99.0,3.74,99.0,0.1,478.823,834812.0,4.1,3.8,0.698,14.2,56.6
12.0,9,8.11,1109.855,91.0,10,93.0,5.89,91.0,0.1,8787.614,17153357.0,1.0,0.9,0.816,17.1,6.4
116.0,4,0.43,68.866,98.0,4,98.0,8.39,98.0,0.1,387.324,7574943.0,3.8,3.9,0.737,13.1,62.4
85.0,0,11.92,1109.855,97.0,0,97.0,1.7,97.0,0.1,8787.614,155756.0,0.7,0.5,0.818,16.2,58.8
228.0,7,2.93,63.748,98.0,8,98.0,2.12,98.0,0.1,734.425,5366277.0,3.2,3.3,0.678,10.7,46.7
293.0,46,4.58,73.927,89.0,83,93.0,6.63,89.0,1.7,475.111,1425221.0,9.8,9.3,0.334,4.9,15.1
126.0,20,0.46,43.087,91.0,23,92.0,4.2,93.0,0.1,495.255,3486715.0,6.0,5.9,0.697,12.6,51.8
256.0,15,11.05,162.809,97.0,17,98.0,6.83,97.0,0.2,1674.988,17153357.0,2.3,2.5,0.773,13.7,57.5
267.0,40,1.69,195.982,94.0,59,94.0,5.33,94.0,1.9,1312.676,2451214.0,7.1,7.0,0.547,10.5,25.5
355.0,15,1.02,2.996,24.0,22,72.0,5.0,72.0,3.2,31.437,539141.0,8.8,8.7,0.428,9.9,17.9
17.0,4,6.66,233.849,86.0,5,45.0,7.61,89.0,0.1,1417.266,546624.0,2.5,2.4,0.624,11.8,39.8
371.0,13,4.27,10.424,64.0,19,51.0,5.43,45.0,3.1,177.285,362863.0,8.8,8.9,0.376,10.4,2.7
491.0,25,1.72,0.0,76.0,39,76.0,6.16,75.0,3.2,548.587,12366165.0,1.6,1.7,0.427,9.8,25.9
24.0,1,7.04,170.633,93.0,1,92.0,4.67,93.0,1.1,1945.64,74961.0,5.7,5.5,0.622,11.7,39.6
259.0,25,1.16,71.014,79.0,39,45.0,4.46,79.0,1.6,793.452,894476.0,7.9,7.8,0.448,9.3,22.5
21.0,0,0.46,167.62,83.0,0,74.0,11.79,82.0,0.1,1413.323,9844.0,0.2,0.1,0.572,11.6,74.1
97.0,0,12.14,1109.855,95.0,0,95.0,7.8,95.0,0.1,8787.614,4238389.0,1.5,1.5,0.82,15.1,63.1
76.0,0,8.02,1109.855,95.0,0,99.0,9.77,99.0,0.1,8787.614,1114899.0,0.8,0.7,0.86,16.7,64.3
151.0,4,3.11,363.572,97.0,4,97.0,9.78,97.0,0.4,2178.383,855646.0,2.2,2.1,0.614,11.6,48.4
351.0,15,1.0,1.995,24.0,22,58.0,4.7,59.0,3.2,28.832,5251472.0,9.0,8.9,0.428,9.7,17.5
32.0,5,2.55,0.869,18.0,9,56.0,5.4,53.0,3.2,39.487,1267512.0,1.0,1.0,0.27,6.7,17.9
16.0,64,2.91,106.359,18.0,87,86.0,4.79,86.0,0.1,1148.586,1284.0,5.5,4.9,0.6,9.7,21.9
224.0,8,0.01,5.004,42.0,12,68.0,4.7,45.0,1.3,62.547,342823.0,1.0,9.8,0.451,6.7,23.6
89.0,0,14.09,1109.855,46.0,0,84.0,6.6,84.0,0.1,8787.614,3866243.0,0.3,0.3,0.857,16.4,52.2
15.0,0,14.09,1109.855,94.0,1,96.0,9.54,99.0,0.1,8787.614,1458821.0,0.7,0.6,0.789,15.8,52.5
255.0,2,8.86,154.876,79.0,3,77.0,3.98,79.0,3.2,8787.614,1817271.0,6.2,6.1,0.678,12.5,35.2
96.0,0,13.2,1109.855,33.0,0,71.0,1.6,81.0,0.1,8787.614,811566.0,1.7,1.9,0.833,15.4,5.1
144.0,12,4.37,184.307,85.0,14,85.0,6.64,85.0,0.1,7227.74,4646646.0,2.2,2.0,0.7,13.0,55.0
491.0,64,10.57,26.976,29.0,87,56.0,7.26,55.0,3.2,234.985,17153357.0,6.9,6.9,0.396,10.8,13.3
272.0,9,3.64,41.911,47.0,13,71.0,11.79,45.0,1.8,327.426,3948125.0,7.4,7.2,0.403,9.6,24.5
81.0,3,11.1,1109.855,74.0,3,99.0,11.56,99.0,0.1,8787.614,6599857.0,0.6,0.6,0.887,16.2,61.6
231.0,5,8.71,324.549,66.0,6,74.0,7.8,71.0,0.3,2545.483,46533.0,2.5,2.6,0.734,14.9,58.0
61.0,1,10.03,1109.855,91.0,1,92.0,9.36,92.0,0.1,8787.614,17153357.0,0.6,0.6,0.93,18.6,65.0
63.0,2,8.37,1109.855,97.0,2,97.0,8.48,97.0,0.1,8787.614,5843831.0,0.5,0.5,0.862,16.1,59.4
146.0,0,3.97,47.353,18.0,0,54.0,4.52,45.0,0.1,359.822,183526.0,0.2,0.2,0.688,12.9,71.4
212.0,5,8.39,375.684,48.0,6,57.0,7.81,52.0,0.2,2965.142,45877.0,2.4,2.5,0.728,14.9,58.5
29.0,17,5.57,38.109,68.0,24,45.0,4.41,45.0,3.2,465.312,926344.0,4.4,4.4,0.452,8.2,38.5
16.0,6,5.91,843.788,18.0,7,84.0,4.22,84.0,0.7,5759.643,12795.0,3.3,3.2,0.703,13.0,54.7
396.0,64,9.66,10.358,27.0,87,46.0,3.66,45.0,3.2,119.743,14261494.0,12.6,12.6,0.466,9.0,19.9
295.0,64,0.01,11.089,65.0,87,45.0,8.82,45.0,0.1,198.729,2364851.0,16.1,16.7,0.373,6.5,13.4
97.0,2,6.32,78.786,95.0,2,94.0,6.93,93.0,0.1,621.828,15973778.0,0.9,1.0,0.781,14.3,56.8
348.0,48,3.71,19.839,76.0,87,45.0,5.6,45.0,3.2,226.476,1167942.0,11.4,11.1,0.27,4.4,12.2
276.0,55,0.59,84.634,71.0,87,77.0,6.85,73.0,1.6,697.153,1466597.0,9.0,8.8,0.385,7.1,2.2
217.0,58,0.26,0.531,85.0,78,84.0,1.68,86.0,0.6,41.451,17153357.0,13.2,13.5,0.484,8.1,17.6
136.0,10,1.41,81.727,79.0,12,86.0,4.92,84.0,0.1,1177.629,1641848.0,6.8,6.6,0.588,10.0,43.9
196.0,12,2.14,443.325,94.0,14,94.0,6.64,94.0,0.4,2825.525,1463417.0,1.3,1.3,0.602,10.5,47.2
183.0,0,0.01,3.718,88.0,0,94.0,5.5,88.0,0.1,29.653,57554.0,1.1,1.2,0.512,9.6,49.7
14.0,41,1.49,256.434,77.0,50,88.0,5.16,88.0,0.1,3119.637,17153357.0,5.2,5.1,0.653,11.1,54.3
193.0,11,2.16,457.775,88.0,14,88.0,6.28,88.0,0.4,3187.845,14948919.0,1.2,1.2,0.609,10.5,47.9
66.0,2,8.98,1109.855,96.0,3,97.0,8.49,94.0,0.1,8787.614,17153357.0,0.5,0.5,0.846,15.6,57.6
8.0,0,10.11,713.53,97.0,1,98.0,1.42,98.0,0.1,4772.774,1147744.0,0.9,0.9,0.884,16.1,62.3
282.0,8,6.58,23.434,99.0,9,99.0,3.7,99.0,0.1,268.124,149918.0,2.5,2.6,0.714,13.1,45.3
225.0,22,0.28,1.088,88.0,34,87.0,4.94,88.0,0.6,11.337,1223957.0,1.8,1.7,0.435,7.1,2.8
183.0,64,7.26,179.478,94.0,87,99.0,7.3,98.0,0.1,3739.119,17153357.0,3.4,3.4,0.677,14.1,43.7
394.0,58,5.22,0.962,81.0,87,78.0,4.69,81.0,3.2,12.989,17153357.0,6.7,6.8,0.456,8.2,23.8
22.0,7,2.75,579.413,98.0,8,98.0,1.96,97.0,0.1,6675.263,5267839.0,3.2,3.3,0.672,10.7,45.9
133.0,3,0.43,409.981,96.0,4,97.0,3.61,97.0,0.1,7269.171,17153357.0,8.7,8.5,0.736,12.3,32.5
144.0,8,3.52,19.14,96.0,9,92.0,5.86,96.0,0.3,335.787,1396748.0,1.4,1.3,0.693,12.8,47.9
268.0,40,0.93,37.129,61.0,60,65.0,4.81,66.0,0.7,316.8,17153357.0,8.3,8.3,0.457,8.5,15.0
169.0,6,3.09,154.864,94.0,7,95.0,7.28,95.0,1.5,1132.872,6863157.0,2.7,2.6,0.561,10.1,4.4
163.0,10,0.01,1.042,96.0,11,97.0,6.75,96.0,0.2,14.214,817789.0,3.6,3.7,0.617,11.2,39.0
156.0,4,3.1,302.106,97.0,5,97.0,8.45,97.0,0.4,1932.858,8194778.0,2.3,2.2,0.606,11.5,46.8
163.0,3,3.36,292.753,98.0,3,99.0,6.82,98.0,0.2,1464.498,5666581.0,1.9,1.8,0.613,11.3,49.4
299.0,3,7.58,719.554,83.0,4,83.0,7.89,83.0,3.2,5191.584,217317.0,1.4,1.4,0.604,11.4,31.8
223.0,64,4.22,105.731,49.0,84,45.0,3.91,89.0,0.1,1194.697,17153357.0,1.0,9.7,0.642,11.6,2.1
64.0,39,2.33,65.79,82.0,62,85.0,8.18,83.0,3.2,429.158,11421984.0,7.3,7.2,0.443,10.2,17.6
163.0,9,3.99,84.175,36.0,11,83.0,3.38,87.0,0.3,1451.298,12628596.0,1.6,1.5,0.668,12.4,43.6
9.0,1,5.58,32.247,98.0,1,99.0,6.1,98.0,0.1,363.137,29717.0,1.6,1.7,0.703,11.6,51.7
437.0,15,0.01,53.44,47.0,22,47.0,4.2,47.0,3.2,377.132,4515392.0,8.4,8.3,0.345,7.1,22.1
4.0,64,9.71,6.416,18.0,87,45.0,4.11,45.0,3.2,87.894,17153357.0,12.9,12.9,0.463,8.9,19.3
284.0,10,0.01,31.636,68.0,13,81.0,4.55,74.0,1.0,271.319,743836.0,1.3,1.3,0.501,9.9,46.4
197.0,6,1.56,15.353,62.0,10,97.0,4.28,97.0,0.1,174.669,19228.0,15.4,15.5,0.705,12.8,16.1
394.0,62,3.91,4.721,79.0,87,57.0,4.48,62.0,3.2,68.414,15274234.0,7.7,7.8,0.433,6.9,2.9
246.0,2,0.15,47.304,74.0,2,82.0,5.82,74.0,0.1,769.174,689692.0,7.1,6.9,0.476,10.5,21.6
6.0,0,10.8,230.252,96.0,0,99.0,7.4,99.0,0.1,3215.816,19876.0,0.9,1.0,0.849,14.1,57.3
92.0,0,4.61,693.823,92.0,0,87.0,9.94,92.0,0.1,4716.673,36482.0,2.5,2.5,0.728,13.9,54.2
437.0,64,1.66,32.737,84.0,87,83.0,4.54,84.0,3.2,395.849,332149.0,8.9,8.9,0.451,8.5,15.1
58.0,1,0.01,1109.855,92.0,1,96.0,1.9,96.0,0.1,8787.614,168658.0,1.0,0.9,0.923,18.1,61.6
491.0,44,2.62,45.617,82.0,72,85.0,7.16,85.0,3.2,341.956,1531221.0,7.5,7.5,0.418,9.6,16.8
261.0,35,0.71,55.43,84.0,51,83.0,4.98,84.0,0.6,377.848,17153357.0,7.9,7.8,0.483,9.1,16.7
184.0,22,2.36,13.89,91.0,25,98.0,5.92,98.0,0.3,182.286,27328.0,3.1,3.1,0.644,11.9,39.3
66.0,1,10.56,872.599,94.0,2,92.0,8.53,92.0,0.1,4991.983,28276.0,0.7,0.6,0.918,18.6,62.5
241.0,31,0.97,78.8,73.0,43,73.0,4.24,73.0,0.4,454.963,17153357.0,7.5,7.4,0.504,10.2,18.5
296.0,58,0.49,57.116,73.0,87,45.0,6.28,69.0,2.0,439.357,1239196.0,1.1,1.0,0.333,5.5,17.5
214.0,8,0.01,8.353,64.0,12,52.0,3.28,64.0,1.2,123.384,369543.0,8.7,8.5,0.484,7.6,27.4
122.0,1,9.16,880.64,91.0,1,97.0,1.12,95.0,0.1,6353.826,7164132.0,2.1,2.1,0.766,14.1,58.9
124.0,2,5.43,7.321,98.0,2,95.0,7.72,99.0,0.1,446.373,389684.0,2.3,2.3,0.721,12.4,46.9
21.0,15,2.4,288.402,87.0,18,88.0,6.77,87.0,0.4,1872.738,12796925.0,1.4,1.4,0.564,9.3,43.1
285.0,13,0.01,4.877,87.0,20,85.0,5.25,87.0,1.0,62.132,7228915.0,6.6,6.4,0.475,12.0,23.7
73.0,0,11.36,1109.855,94.0,0,96.0,7.68,99.0,0.1,8787.614,56953.0,0.9,0.9,0.884,13.7,59.2
252.0,1,11.01,45.65,99.0,1,98.0,6.89,99.0,0.1,3126.718,9663915.0,2.3,2.5,0.713,14.4,56.7
226.0,8,0.01,29.654,42.0,12,75.0,4.53,76.0,1.3,528.587,2957117.0,1.3,1.1,0.447,6.6,22.9
25.0,3,0.44,46.391,79.0,4,55.0,2.48,55.0,0.1,471.457,96852.0,12.1,12.1,0.485,9.8,12.9
73.0,25,4.43,0.0,73.0,40,73.0,6.53,71.0,3.2,57.348,125525.0,1.2,1.3,0.427,10.0,26.3
187.0,64,0.08,190.545,83.0,87,82.0,2.74,81.0,0.3,3113.486,17153357.0,1.6,1.5,0.656,12.1,22.9
289.0,64,1.13,38.558,52.0,87,63.0,4.28,54.0,2.4,325.383,17153357.0,11.2,1.9,0.378,7.6,14.9
29.0,28,0.22,42.255,63.0,43,63.0,4.73,63.0,2.0,459.291,113517.0,8.0,8.0,0.385,8.4,21.2
158.0,18,0.01,8.523,92.0,22,92.0,5.8,92.0,0.1,76.239,17153357.0,15.9,16.3,0.551,12.4,18.5
187.0,64,0.01,22.394,63.0,87,71.0,2.76,68.0,0.1,499.863,17153357.0,16.1,16.7,0.457,5.5,17.4
79.0,2,11.96,1109.855,97.0,2,97.0,8.5,97.0,0.1,8787.614,17153357.0,0.6,0.5,0.833,15.6,59.9
263.0,51,0.11,5.665,71.0,87,71.0,6.98,71.0,1.1,341.289,15813913.0,11.0,1.8,0.307,4.4,16.9
296.0,1,0.45,20.869,25.0,2,88.0,7.72,88.0,3.2,147.587,8942.0,5.8,5.7,0.416,4.5,3.9
122.0,0,0.01,1109.855,93.0,0,93.0,6.38,93.0,0.1,8787.614,1314545.0,1.9,1.9,0.86,16.5,59.4
266.0,2,2.87,61.849,95.0,3,95.0,5.45,95.0,0.1,524.146,2419776.0,2.5,2.6,0.588,9.4,39.1
12.0,32,5.23,150.409,82.0,37,83.0,6.3,83.0,0.1,1298.868,17153357.0,1.6,1.5,0.753,12.9,62.1
17.0,32,0.01,447.37,66.0,39,45.0,5.92,68.0,0.1,6925.224,17153357.0,5.3,5.1,0.659,10.3,57.8
134.0,7,3.95,367.929,18.0,8,88.0,5.9,91.0,0.1,4657.324,1493469.0,1.3,1.2,0.703,13.1,5.7
127.0,1,8.14,198.949,89.0,1,88.0,9.38,94.0,0.1,3725.632,3875.0,2.6,2.8,0.742,13.3,52.8
136.0,2,10.7,1109.855,98.0,3,96.0,7.12,99.0,0.1,8787.614,3815163.0,2.1,2.3,0.818,15.1,57.8
229.0,3,0.38,8.416,79.0,3,57.0,1.31,57.0,0.1,467.544,996698.0,12.0,12.0,0.484,10.2,13.2
125.0,0,4.98,678.519,18.0,0,92.0,6.74,92.0,0.1,5957.146,615875.0,2.1,2.2,0.762,13.6,57.2
189.0,64,0.08,125.798,82.0,87,85.0,2.83,78.0,0.3,2254.446,17153357.0,1.7,1.6,0.645,11.7,22.1
121.0,5,2.14,275.651,93.0,6,96.0,5.54,93.0,0.1,7875.757,941681.0,2.8,2.8,0.745,11.9,5.6
237.0,1,7.84,1.776,91.0,1,91.0,5.73,91.0,1.9,145.589,751652.0,5.8,5.6,0.613,11.2,38.4
65.0,0,7.45,1109.855,82.0,0,76.0,8.36,74.0,0.1,8787.614,46724.0,0.7,0.7,0.808,14.4,66.1
61.0,1,2.67,1109.855,98.0,1,94.0,7.39,94.0,0.1,8787.614,77658.0,1.2,1.1,0.883,15.8,63.4
13.0,5,1.98,246.569,18.0,6,85.0,5.33,81.0,0.1,5842.858,954332.0,2.8,2.9,0.737,11.7,48.0
92.0,3,12.46,1109.855,86.0,4,96.0,1.15,93.0,0.1,8787.614,17153357.0,1.2,1.1,0.86,16.2,55.6
485.0,64,9.89,36.606,62.0,87,58.0,8.9,62.0,3.2,288.237,17153357.0,6.6,6.6,0.427,11.6,14.2
133.0,1,6.66,18.531,54.0,1,93.0,1.19,88.0,0.1,276.589,3978.0,2.6,2.8,0.734,12.8,51.3
54.0,17,1.52,33.653,42.0,25,45.0,3.95,45.0,3.2,243.159,383223.0,1.4,1.4,0.314,5.3,16.8
157.0,1,10.2,33.268,88.0,1,94.0,7.41,93.0,0.1,287.535,7837161.0,2.4,2.4,0.723,12.9,58.1
91.0,3,12.25,437.106,87.0,4,97.0,1.4,93.0,0.1,2525.164,17153357.0,1.2,1.1,0.867,16.3,56.1
29.0,0,8.24,478.064,98.0,0,98.0,6.15,98.0,0.1,5134.957,2287955.0,2.6,2.6,0.761,15.2,56.3
82.0,0,13.32,1109.855,46.0,0,89.0,7.34,89.0,0.1,8787.614,47262.0,0.3,0.2,0.88,17.1,54.4
167.0,1,3.76,211.114,36.0,1,99.0,4.86,99.0,2.3,3596.496,2695446.0,2.0,1.8,0.69,11.7,43.5
358.0,64,8.24,256.123,75.0,87,75.0,3.3,75.0,2.6,4598.25,259615.0,8.8,8.6,0.508,10.3,21.5
145.0,3,8.02,516.055,98.0,3,98.0,6.32,99.0,0.1,5196.933,3823364.0,2.5,2.6,0.79,15.0,54.0
459.0,2,4.93,56.937,89.0,4,89.0,8.47,89.0,3.2,369.239,122843.0,5.4,5.6,0.523,11.0,29.7
21.0,0,10.2,42.872,95.0,0,97.0,6.26,95.0,0.1,353.147,347818.0,3.3,3.3,0.757,14.7,57.2
12.0,4,0.6,373.263,98.0,4,98.0,8.35,98.0,0.1,2762.864,6193191.0,3.8,3.8,0.736,13.6,59.3
19.0,64,3.1,64.97,73.0,87,79.0,4.39,82.0,0.2,1446.985,17153357.0,16.1,16.7,0.59,11.3,17.0
194.0,29,0.2,52.229,82.0,38,82.0,5.84,82.0,0.2,393.884,17153357.0,16.1,16.7,0.486,10.0,14.9
491.0,24,1.68,0.0,79.0,39,78.0,7.1,78.0,3.2,547.359,12222251.0,11.0,11.2,0.434,9.8,25.5
275.0,64,0.01,7.097,68.0,87,68.0,7.87,68.0,0.1,63.537,2978599.0,16.1,16.7,0.454,9.5,17.2
95.0,0,12.91,910.506,95.0,0,99.0,8.27,99.0,0.1,5293.641,446175.0,1.0,0.9,0.86,13.5,55.2
58.0,0,7.4,1109.855,42.0,0,98.0,11.7,98.0,0.1,8787.614,9449213.0,1.4,1.3,0.901,16.0,57.7
157.0,1,10.89,591.51,95.0,1,95.0,6.41,95.0,0.1,5932.9,7545338.0,2.1,2.2,0.755,13.5,6.9
192.0,19,0.26,12.805,89.0,27,85.0,4.66,89.0,0.3,152.444,14546111.0,9.7,9.5,0.483,9.1,23.8
176.0,0,6.5,144.985,18.0,0,91.0,5.6,45.0,0.4,1953.977,1334788.0,5.9,6.2,0.774,12.6,43.0
97.0,1,3.34,1109.855,91.0,1,45.0,9.56,91.0,0.1,8787.614,4654122.0,1.8,1.7,0.758,13.6,57.5
92.0,0,12.61,1109.855,95.0,0,99.0,7.67,98.0,0.1,8787.614,45163.0,1.0,0.9,0.865,13.6,55.8
59.0,0,6.91,1109.855,82.0,0,96.0,9.6,96.0,0.1,8787.614,416268.0,0.8,0.7,0.826,14.8,68.0
69.0,1,2.23,1109.855,99.0,1,95.0,7.35,95.0,0.1,8787.614,689.0,1.1,1.1,0.863,15.9,6.1
269.0,3,0.5,6.557,79.0,4,45.0,3.75,54.0,0.1,56.425,892531.0,12.1,12.2,0.47,9.8,12.3
124.0,0,4.45,339.978,98.0,0,99.0,4.24,99.0,0.4,3444.557,496963.0,7.6,7.6,0.621,12.4,26.8
12.0,2,10.71,243.808,96.0,2,94.0,6.35,98.0,0.1,8787.614,3811735.0,1.9,2.1,0.85,16.4,61.1
184.0,16,0.01,0.443,99.0,18,99.0,5.84,99.0,0.1,25.448,37577.0,3.0,3.1,0.69,12.1,43.9
179.0,11,0.01,12.18,88.0,12,87.0,5.68,88.0,0.2,198.687,152779.0,1.9,11.0,0.553,10.9,18.9
226.0,0,14.09,434.799,98.0,1,98.0,6.9,96.0,0.1,5176.173,956765.0,2.1,2.2,0.771,15.4,58.7
117.0,0,6.45,489.682,87.0,0,91.0,6.7,92.0,0.1,6698.794,618294.0,2.0,2.1,0.785,14.6,58.5
162.0,19,0.27,80.155,92.0,24,92.0,5.69,92.0,0.1,688.617,2798531.0,16.1,16.5,0.545,12.3,18.0
