Adult Mortality,Alcohol,percentage expenditure,BMI,Polio,Diphtheria,HIV/AIDS,GDP,thinness 10-19 years,Income composition of resources,Schooling,Economic_health_index,Health_expenditure_ratio,Mortality_rate_ratio
473.0,3.12,0.0,2.9,68.0,61.0,6.7,0.174,7.5,0.675,12.3,8.302,26.689,5.141
28.0,0.54,162.29,74.6,84.0,86.0,0.1,0.13,0.1,0.576,11.9,6.854,94.319,11.024000000000001
219.0,3.23,0.0,46.7,82.0,83.0,0.2,0.174,1.3,0.625,14.3,8.938,29.788,14.6
281.0,1.29,45.335,18.8,77.0,76.0,2.1,0.038,9.5,0.395,6.6,2.607,124.182,7.025
484.0,3.65,0.0,32.6,9.0,93.0,9.3,0.017,5.5,0.495,10.7,5.296,332.311,80.667
133.0,3.65,0.0,6.7,89.0,89.0,0.1,0.897,2.5,0.798,14.7,11.731,6.387,66.5
187.0,6.37,136.884,39.3,9.0,88.0,0.7,0.165,6.1,0.76,12.4,9.424,29.138,11.024000000000001
254.0,0.01,28.669,27.3,91.0,9.0,0.9,0.182,6.6,0.57,11.5,6.555,25.499,4.618
217.0,2.53,0.0,39.5,95.0,95.0,0.2,0.174,3.3,0.624,12.6,7.862,38.455,54.25
139.0,9.1,10.326,57.7,89.0,89.0,0.1,0.009,2.9,0.798,15.7,12.529,609.403,69.5
184.0,2.15,9.291,38.7,98.0,96.0,0.3,0.008,3.1,0.631,11.8,7.446,709.149,7.077
151.0,1.8,423.295,68.6,91.0,9.0,0.1,0.229,0.1,0.693,14.6,10.118,21.3,11.024000000000001
443.0,2.58,0.0,23.2,75.0,76.0,5.3,0.174,6.8,0.675,12.3,8.302,36.446,5.092
124.0,13.39,11.636,55.8,95.0,95.0,0.1,0.065,2.0,0.759,12.6,9.563,94.779,11.024000000000001
192.0,3.78,0.0,51.2,95.0,94.0,0.1,0.174,1.2,0.661,13.8,9.122,34.208,19.2
165.0,0.23,0.0,58.6,93.0,93.0,0.1,0.174,2.9,0.673,12.4,8.345,30.362,2.578
177.0,0.38,2.094,33.0,82.0,86.0,0.3,0.004,3.9,0.563,10.5,5.911,1513.465,13.615
158.0,0.01,8.523,18.5,92.0,92.0,0.1,0.007,15.9,0.551,12.4,6.832,776.656,7.182
12.0,4.26,708.616,56.2,99.0,95.0,0.1,0.538,3.4,0.771,17.1,13.184,3.325,12.0
182.0,0.36,13.257,32.5,82.0,85.0,0.3,0.024,4.0,0.553,10.1,5.585,189.774,13.0
279.0,0.49,177.267,31.7,89.0,89.0,3.2,0.125,5.7,0.436,5.3,2.311,66.745,139.5
219.0,4.42,159.535,22.1,86.0,87.0,0.1,0.183,1.0,0.661,11.7,7.734,24.143,2.882
145.0,0.01,15.607,87.3,87.0,87.0,0.1,0.013,0.1,0.675,9.6,6.48,345.156,11.024000000000001
198.0,3.65,0.0,77.6,8.0,78.0,0.1,0.143,0.1,0.586,11.9,6.973,40.207,11.024000000000001
146.0,3.97,47.353,71.4,54.0,26.0,0.1,0.036,0.2,0.688,12.9,8.875,126.001,11.024000000000001
48.0,1.85,15.881,15.4,3.0,28.0,2.0,0.055,1.9,0.382,4.6,1.757,50.314,0.3
256.0,11.05,162.809,57.5,98.0,97.0,0.2,0.168,2.3,0.773,13.7,10.59,40.751,15.059
141.0,2.86,53.194,47.4,97.0,94.0,0.1,0.069,2.1,0.644,11.1,7.148,85.605,141.0
213.0,2.77,440.603,49.4,89.0,89.0,0.2,0.284,1.9,0.644,12.7,8.179,25.333,71.0
217.0,2.9,691.133,47.7,98.0,98.0,0.1,0.797,3.3,0.683,10.8,7.376,3.386,27.125
12.0,1.24,469.628,53.9,98.0,98.0,0.1,0.378,6.3,0.695,14.3,9.938,14.91,3.0
159.0,7.19,394.932,49.4,99.0,99.0,0.1,0.732,3.1,0.7,13.5,9.45,11.306,2.178
344.0,3.65,0.0,25.4,49.0,49.0,3.7,0.266,9.8,0.525,10.0,5.25,21.559,0.461
124.0,4.16,360.621,26.2,99.0,99.0,0.4,0.364,7.8,0.615,12.2,7.503,10.87,11.024000000000001
41.0,9.75,30.196,18.3,42.0,29.0,5.4,0.051,13.5,0.0,8.1,0.0,87.923,0.045
199.0,3.65,0.0,23.8,89.0,89.0,0.3,0.119,12.8,0.552,9.1,5.023,47.955,3.98
281.0,0.01,25.709,47.2,8.0,79.0,0.8,0.023,1.3,0.506,10.0,5.06,209.057,21.615
291.0,0.2,29.747,2.8,62.0,64.0,2.2,0.044,8.2,0.38,8.3,3.154,103.933,6.614
267.0,0.81,23.728,15.4,74.0,78.0,0.6,0.024,8.2,0.466,8.7,4.054,200.541,4.603
115.0,8.33,0.0,61.7,9.0,94.0,0.1,0.174,0.8,0.675,12.3,8.302,83.51,3.485
14.0,1.02,176.011,45.9,81.0,79.0,0.1,0.386,2.8,0.708,11.6,8.213,13.226,2.0
145.0,0.36,148.512,46.1,86.0,86.0,0.1,0.178,6.3,0.653,11.1,7.248,21.008,6.304
167.0,10.15,0.0,6.1,93.0,93.0,0.1,0.174,2.5,0.791,12.6,9.967,41.899,11.024000000000001
254.0,1.33,94.257,23.0,77.0,76.0,1.4,0.076,7.8,0.451,9.5,4.284,65.368,6.513
263.0,0.11,5.665,16.9,71.0,71.0,1.1,0.034,11.0,0.307,4.2,1.289,205.196,2.657
371.0,7.07,249.91,19.3,65.0,69.0,2.6,0.387,9.5,0.468,8.1,3.791,9.914,2.789
69.0,10.16,100.809,53.3,97.0,97.0,0.1,0.156,0.9,0.8,12.4,9.92,36.961,11.024000000000001
121.0,8.15,187.611,59.8,95.0,94.0,0.1,0.128,1.0,0.802,16.8,13.474,51.306,11.0
67.0,6.68,142.375,58.5,94.0,94.0,0.1,0.082,0.7,0.936,17.4,16.286,116.096,11.024000000000001
294.0,0.01,41.6,22.6,84.0,84.0,1.7,0.056,7.0,0.464,12.0,5.568,90.776,14.0
162.0,9.99,0.0,52.7,92.0,9.0,0.1,0.174,2.7,0.675,12.3,8.302,7.576,162.0
471.0,5.28,294.657,26.5,82.0,79.0,24.7,0.248,14.2,0.554,11.7,6.482,26.24,117.75
175.0,3.65,0.0,5.9,94.0,94.0,0.2,0.486,3.5,0.706,12.8,9.037,11.799,11.024000000000001
76.0,2.0,231.548,58.5,97.0,97.0,0.1,0.237,6.0,0.815,14.4,11.736,13.377,11.024000000000001
29.0,5.57,38.109,38.5,6.0,6.0,3.9,0.046,4.4,0.452,8.2,3.706,94.964,1.208
267.0,1.69,195.982,25.5,94.0,94.0,1.9,0.131,7.1,0.547,10.5,5.744,40.59,4.525
189.0,11.64,0.0,55.2,98.0,99.0,0.2,0.174,2.7,0.779,12.1,9.426,29.559,11.024000000000001
12.0,3.91,295.609,54.1,95.0,93.0,0.1,0.4,2.1,0.739,12.7,9.385,11.201,12.0
57.0,7.3,1212.666,58.5,98.0,98.0,0.1,0.629,1.4,0.904,15.8,14.283,19.025,11.024000000000001
186.0,0.04,28.126,13.9,62.0,63.0,0.1,0.044,11.9,0.511,11.0,5.621,14.754,62.0
54.0,9.04,212.086,59.2,99.0,99.0,0.1,0.28,0.9,0.85,13.8,11.73,26.635,11.024000000000001
166.0,3.48,155.588,44.5,99.0,96.0,2.3,0.347,1.9,0.694,11.9,8.259,13.144,166.0
115.0,0.58,78.511,5.1,98.0,98.0,0.1,0.145,7.0,0.748,11.6,8.677,15.939,115.0
145.0,0.19,21.823,55.8,74.0,74.0,0.1,0.045,5.3,0.646,10.4,6.718,84.55,3.718
226.0,14.09,434.799,58.7,98.0,96.0,0.1,0.518,2.1,0.771,15.4,11.873,13.313,226.0
92.0,4.61,693.823,54.2,87.0,92.0,0.1,0.472,2.5,0.728,13.9,10.119,21.047,11.024000000000001
178.0,1.9,0.0,63.6,94.0,94.0,0.1,0.174,0.2,0.617,10.7,6.602,69.506,11.024000000000001
86.0,5.78,109.874,31.9,99.0,99.0,0.1,0.769,3.7,0.723,13.1,9.471,7.213,0.434
167.0,0.04,57.877,22.5,75.0,74.0,0.1,0.123,2.0,0.525,7.5,3.938,25.274,0.364
275.0,3.65,0.0,26.3,87.0,87.0,3.2,0.06,7.1,0.421,9.2,3.873,96.115,45.833
117.0,6.45,489.682,58.5,91.0,92.0,0.1,0.671,2.0,0.785,14.6,11.461,9.988,11.024000000000001
162.0,0.01,7.829,39.9,94.0,97.0,0.2,0.011,3.6,0.622,11.3,7.029,609.054,14.727
73.0,9.84,46.387,59.6,92.0,92.0,0.1,0.028,0.7,0.902,20.1,18.13,299.009,36.5
122.0,5.53,623.91,5.3,88.0,92.0,0.1,0.492,2.1,0.74,12.9,9.546,15.194,61.0
39.0,1.49,25.56,2.1,81.0,79.0,3.5,0.027,9.0,0.485,8.0,3.88,130.679,0.609
96.0,10.15,524.778,58.6,97.0,97.0,0.1,0.412,0.9,0.869,17.2,14.947,20.351,11.024000000000001
154.0,10.6,919.167,55.0,96.0,96.0,0.1,0.823,3.2,0.766,14.1,10.801,6.334,51.333
131.0,0.01,698.352,73.8,62.0,67.0,0.1,0.422,0.2,0.7,12.9,9.03,16.356,11.024000000000001
118.0,3.65,0.0,52.5,98.0,96.0,0.1,0.005,2.8,0.758,12.7,9.627,1066.64,19.667
89.0,7.93,177.493,6.6,92.0,92.0,0.1,0.129,0.8,0.815,15.2,12.388,54.174,44.5
13.0,7.63,719.366,56.3,91.0,98.0,0.1,0.426,1.1,0.775,16.3,12.632,16.068,1.083
258.0,3.65,0.0,21.6,78.0,81.0,1.1,0.174,9.5,0.675,12.3,8.302,32.888,0.838
152.0,4.5,34.703,47.4,95.0,94.0,0.4,0.022,1.3,0.686,13.3,9.124,212.048,8.0
159.0,11.9,128.081,55.6,95.0,96.0,0.1,0.114,3.1,0.78,14.7,11.466,46.892,53.0
132.0,0.47,438.452,33.4,97.0,97.0,0.1,0.853,8.5,0.747,12.5,9.338,4.07,33.0
15.0,11.51,17.821,62.4,99.0,99.0,0.1,0.145,1.7,0.821,15.4,12.643,54.085,15.0
169.0,1.89,0.0,67.0,83.0,84.0,0.1,0.174,0.2,0.638,11.7,7.465,78.976,11.024000000000001
278.0,7.31,217.435,56.4,95.0,96.0,0.9,0.183,2.7,0.707,14.5,10.252,35.027,46.333
291.0,3.65,0.0,18.5,82.0,78.0,3.1,0.069,5.6,0.488,10.0,4.88,82.643,3.129
12.0,1.37,53.085,54.7,99.0,99.0,0.1,0.043,6.3,0.701,14.3,10.024,130.64,4.0
286.0,2.99,0.0,23.5,97.0,98.0,2.7,0.174,8.4,0.434,8.9,3.863,33.576,47.667
21.0,0.32,44.121,51.9,69.0,74.0,0.1,0.139,5.4,0.603,9.8,5.909,40.29,0.568
373.0,5.89,9.043,25.4,79.0,8.0,6.3,0.012,6.3,0.473,9.2,4.352,468.316,4.388
22.0,3.95,0.0,49.3,9.0,91.0,0.2,0.174,1.2,0.643,13.8,8.873,31.223,1.833
183.0,0.38,2.626,34.1,76.0,83.0,0.3,0.004,3.8,0.579,10.7,6.195,1335.66,15.25
427.0,6.56,476.863,34.2,96.0,96.0,12.7,0.563,8.8,0.646,12.1,7.817,9.856,142.333
174.0,1.97,0.0,65.2,88.0,85.0,0.1,0.174,0.2,0.628,11.2,7.034,74.27,11.024000000000001
163.0,6.38,20.68,42.8,96.0,96.0,0.2,0.016,2.3,0.646,12.3,7.946,430.264,40.75
16.0,0.65,35.095,42.1,75.0,76.0,0.1,0.066,3.2,0.636,10.1,6.424,71.258,1.455
9.0,7.39,209.488,58.7,95.0,96.0,0.1,0.153,0.9,0.797,14.8,11.796,41.566,4.5
32.0,0.01,13.405,24.0,24.0,2.0,4.4,0.019,8.5,0.582,9.2,5.354,198.716,8.0
92.0,4.64,7.959,53.7,89.0,88.0,0.1,0.005,2.6,0.711,13.4,9.527,1812.823,11.024000000000001
241.0,2.12,196.689,42.9,93.0,93.0,0.3,0.167,3.4,0.463,7.0,3.241,49.763,2.648
715.0,4.06,0.0,26.7,7.0,68.0,36.7,0.045,9.8,0.418,9.5,3.971,144.118,17.439
66.0,10.56,872.599,62.5,92.0,92.0,0.1,0.5,0.7,0.918,19.0,17.442,17.065,33.0
74.0,9.23,0.0,29.5,95.0,94.0,0.1,0.174,1.5,0.675,12.3,8.302,38.971,37.0
113.0,0.66,555.926,56.1,95.0,95.0,0.1,0.557,5.9,0.732,14.4,10.541,11.019,4.708
179.0,6.02,1122.973,57.0,86.0,86.0,0.4,0.95,3.5,0.719,12.7,9.131,6.275,11.024000000000001
224.0,2.9,88.244,37.5,98.0,97.0,0.1,0.064,3.6,0.0,0.0,0.0,61.319,24.889
89.0,5.74,94.434,3.0,99.0,99.0,0.1,0.635,3.9,0.703,12.4,8.717,8.288,0.382
223.0,0.01,3.304,18.9,67.0,68.0,0.5,0.004,9.8,0.345,5.3,1.828,1384.603,2.534
372.0,0.85,1.186,12.6,55.0,32.0,4.9,0.001,11.8,0.283,4.3,1.217,4051.46,0.949
261.0,11.21,137.006,57.0,98.0,98.0,0.3,0.858,2.3,0.776,14.0,10.864,8.676,14.5
133.0,3.65,0.0,75.2,8.0,78.0,0.1,0.049,0.1,0.718,14.3,10.267,116.251,11.024000000000001
263.0,0.01,71.28,19.1,6.0,65.0,0.1,0.058,17.2,0.479,10.1,4.838,139.839,3.169
245.0,2.71,29.272,41.3,98.0,98.0,0.1,0.214,3.3,0.0,10.4,0.0,13.561,30.625
217.0,3.52,0.0,37.0,98.0,98.0,0.1,0.174,3.5,0.602,12.2,7.344,31.166,54.25
28.0,0.01,0.0,19.4,78.0,79.0,0.3,0.174,9.1,0.554,10.2,5.651,12.168,2.333
99.0,13.45,276.1,53.3,95.0,95.0,0.1,0.185,0.7,0.792,15.9,12.593,53.278,99.0
121.0,3.89,274.153,52.6,96.0,95.0,0.1,0.369,2.0,0.732,12.7,9.296,12.144,121.0
283.0,0.11,1.818,13.9,42.0,36.0,1.6,0.016,12.7,0.255,2.9,0.739,433.341,2.228
171.0,12.55,0.0,38.4,91.0,9.0,0.2,0.174,4.4,0.684,12.4,8.482,35.011,11.024000000000001
336.0,6.28,44.548,19.8,48.0,38.0,4.4,0.068,1.0,0.553,8.5,4.701,35.048,84.0
229.0,0.01,253.609,42.9,94.0,94.0,0.3,0.218,3.4,0.485,7.2,3.492,38.692,2.663
28.0,6.48,26.407,51.4,98.0,98.0,0.1,0.139,2.4,0.782,15.0,11.73,30.925,4.667
169.0,3.64,275.064,48.6,97.0,97.0,0.2,0.152,1.9,0.607,11.1,6.738,45.932,56.333
33.0,2.18,0.0,18.0,84.0,8.0,2.0,0.174,1.2,0.377,6.5,2.45,20.72,5.5
219.0,4.73,11.697,17.8,74.0,78.0,0.1,0.014,1.0,0.618,11.4,7.045,233.518,2.433
194.0,0.37,19.837,33.5,79.0,84.0,0.3,0.034,3.8,0.572,10.6,6.063,175.18,16.167
1.0,4.29,868.371,46.4,92.0,91.0,0.1,0.399,2.3,0.708,11.7,8.284,18.187,1.0
37.0,0.01,0.0,55.2,5.0,41.0,0.1,0.174,6.3,0.635,13.0,8.255,18.653,4.111
439.0,0.01,7.345,21.2,47.0,47.0,5.1,0.049,8.7,0.366,7.1,2.599,74.559,19.087
364.0,0.01,63.079,27.8,88.0,89.0,4.0,0.137,5.8,0.501,10.4,5.21,31.408,4.986
57.0,1.83,714.344,32.7,97.0,97.0,0.1,0.564,2.2,0.92,15.4,14.168,8.037,11.024000000000001
15.0,1.57,689.944,69.4,9.0,89.0,0.1,0.26,0.1,0.694,14.6,10.132,25.103,11.024000000000001
121.0,2.14,275.651,5.6,96.0,93.0,0.1,0.789,2.8,0.745,11.9,8.866,7.024,20.167
123.0,6.48,421.48,55.7,94.0,94.0,0.1,0.629,1.8,0.742,14.2,10.536,11.86,123.0
342.0,0.64,10.261,13.6,98.0,98.0,1.8,0.029,9.6,0.0,5.0,0.0,109.711,34.2
16.0,3.63,287.467,69.7,55.0,49.0,0.1,0.257,0.2,0.671,12.6,8.455,17.367,11.024000000000001
182.0,9.4,676.545,37.7,97.0,97.0,0.1,0.512,4.3,0.0,14.1,0.0,12.919,11.024000000000001
62.0,0.01,2051.749,26.2,99.0,99.0,0.1,0.773,13.6,0.693,12.7,8.801,17.768,11.024000000000001
142.0,8.27,180.776,43.2,99.0,99.0,0.1,0.147,3.4,0.786,14.4,11.318,31.817,11.024000000000001
174.0,4.08,407.779,26.9,99.0,99.0,0.1,0.463,7.9,0.687,12.6,8.656,8.965,11.024000000000001
327.0,0.21,1.1,18.5,59.0,59.0,2.7,0.003,9.3,0.346,6.6,2.284,886.932,6.412
168.0,3.65,0.0,37.4,97.0,97.0,0.1,0.154,5.7,0.781,14.1,11.012,37.201,11.024000000000001
282.0,0.55,81.841,19.0,76.0,74.0,1.7,0.059,9.4,0.363,6.4,2.323,117.157,2.938
245.0,0.29,169.202,17.4,96.0,95.0,0.3,0.134,17.5,0.0,9.6,0.0,39.447,245.0
14.0,0.01,62.35,15.8,96.0,96.0,0.1,0.084,18.7,0.545,9.4,5.123,37.823,0.093
93.0,0.03,159.01,65.5,99.0,99.0,0.1,0.227,3.2,0.788,14.1,11.111,14.207,93.0
195.0,2.13,48.354,15.9,95.0,94.0,0.6,0.074,11.1,0.52,10.5,5.46,86.208,11.471
332.0,3.65,0.0,42.9,41.0,31.0,3.4,0.076,3.4,0.421,4.9,2.063,75.566,8.513
11.0,2.19,510.604,58.6,8.0,8.0,0.1,0.526,4.9,0.0,15.0,0.0,3.612,11.0
184.0,2.36,13.89,39.3,98.0,98.0,0.3,0.018,3.1,0.644,11.9,7.664,327.253,7.36
123.0,0.97,122.652,48.5,83.0,8.0,0.1,0.176,6.4,0.636,11.4,7.25,21.435,12.3
79.0,5.62,130.015,62.8,95.0,95.0,0.1,0.112,0.7,0.783,13.7,10.727,63.373,11.024000000000001
299.0,0.54,6.66,17.0,67.0,63.0,2.2,0.039,1.3,0.318,5.2,1.654,159.95,2.821
19.0,5.82,11.851,36.8,94.0,94.0,1.0,0.013,6.3,0.736,12.2,8.979,407.664,11.024000000000001
37.0,10.18,224.46,54.0,97.0,96.0,0.2,0.177,2.9,0.709,12.1,8.579,30.573,1.423
291.0,0.02,1.389,14.2,58.0,58.0,0.1,0.002,19.3,0.396,7.9,3.128,3678.435,2.466
91.0,5.63,91.267,29.0,99.0,99.0,0.1,0.564,4.1,0.7,12.8,8.96,9.395,0.363
274.0,1.17,53.774,15.3,65.0,58.0,2.0,0.038,11.1,0.393,8.1,3.183,116.453,1.07
12.0,4.56,45.714,5.5,95.0,93.0,0.1,0.297,2.9,0.0,12.5,0.0,28.604,11.024000000000001
232.0,7.2,362.87,4.3,94.0,94.0,1.9,0.233,5.7,0.62,11.2,6.944,27.686,232.0
382.0,5.9,68.707,24.9,82.0,84.0,6.7,0.123,6.4,0.466,8.8,4.101,41.982,4.391
194.0,0.01,8.198,28.5,96.0,96.0,0.5,0.014,5.9,0.553,10.8,5.972,625.487,11.024000000000001
192.0,1.78,40.133,37.5,99.0,99.0,0.3,0.055,3.2,0.62,11.7,7.254,93.592,6.857
151.0,4.27,356.939,48.1,81.0,86.0,0.4,0.245,1.3,0.685,12.8,8.768,18.609,8.389
156.0,3.1,302.106,46.8,97.0,97.0,0.4,0.193,2.3,0.606,11.5,6.969,43.684,31.2
193.0,12.22,75.363,56.1,99.0,99.0,0.1,0.463,2.3,0.761,13.9,10.578,16.417,193.0
322.0,8.13,443.475,3.3,44.0,45.0,11.1,0.569,7.4,0.64,12.3,7.872,5.726,107.333
85.0,0.87,188.678,64.1,96.0,96.0,0.1,0.3,4.8,0.807,12.2,9.845,9.025,11.024000000000001
143.0,3.65,0.0,57.9,91.0,91.0,0.1,0.064,2.1,0.724,13.6,9.846,88.99,11.917
313.0,10.87,266.542,54.5,97.0,97.0,0.3,0.238,2.7,0.727,12.8,9.306,25.191,13.042
588.0,1.18,13.763,14.1,73.0,75.0,25.5,0.015,8.0,0.391,10.7,4.184,441.295,7.0
329.0,4.24,17.859,21.5,47.0,31.0,3.2,0.015,8.5,0.335,10.2,3.417,592.546,19.353
189.0,0.05,8.46,17.5,8.0,71.0,0.1,0.016,1.9,0.613,10.8,6.62,155.044,0.879
419.0,2.3,0.0,19.8,32.0,31.0,7.6,0.174,9.4,0.487,9.7,4.724,14.004,29.929
86.0,11.7,72.8,6.1,99.0,99.0,0.1,0.047,0.6,0.879,16.0,14.064,237.071,28.667
14.0,0.45,220.394,47.9,86.0,86.0,0.1,0.26,6.2,0.673,11.7,7.874,13.607,0.609
37.0,3.1,22.098,2.1,73.0,68.0,5.4,0.042,9.2,0.0,8.0,0.0,134.917,4.625
221.0,1.93,20.712,51.2,92.0,91.0,0.1,0.024,4.3,0.683,13.2,9.016,138.048,11.024000000000001
115.0,4.04,322.586,5.4,99.0,98.0,0.1,0.284,3.6,0.686,12.3,8.438,22.115,115.0
248.0,1.03,76.604,18.0,7.0,7.0,0.5,0.041,7.6,0.503,10.2,5.131,118.039,5.511
225.0,0.01,281.002,51.5,99.0,99.0,0.1,0.419,2.2,0.729,14.8,10.789,11.298,225.0
195.0,15.07,101.12,55.2,95.0,94.0,0.1,0.089,2.2,0.805,15.7,12.638,57.951,11.024000000000001
186.0,0.99,229.669,47.2,99.0,99.0,0.1,0.164,1.2,0.497,9.4,4.672,35.283,11.024000000000001
122.0,10.24,0.0,56.5,99.0,99.0,0.1,0.174,1.2,0.829,15.0,12.435,45.687,11.024000000000001
11.0,0.56,183.659,53.6,99.0,99.0,0.1,0.284,6.3,0.603,10.7,6.452,20.654,0.478
522.0,0.01,162.128,32.0,9.0,93.0,9.4,0.118,5.8,0.491,10.8,5.303,13.786,87.0
115.0,0.41,67.702,63.2,98.0,98.0,0.1,0.039,3.9,0.735,12.9,9.482,206.877,28.75
192.0,2.2,56.884,16.4,88.0,89.0,0.5,0.079,11.0,0.519,10.6,5.501,75.768,12.0
215.0,2.9,398.606,48.6,9.0,9.0,0.3,0.264,1.9,0.636,12.4,7.886,27.7,71.667
172.0,0.27,112.123,16.9,92.0,92.0,0.2,0.069,16.5,0.529,12.0,6.348,97.316,6.37
17.0,1.16,0.0,57.9,97.0,96.0,0.1,0.174,2.2,0.735,12.9,9.482,37.938,11.024000000000001
123.0,4.75,286.891,27.5,99.0,99.0,0.4,0.332,7.4,0.627,12.7,7.963,14.563,11.024000000000001
16.0,0.03,0.0,53.6,99.0,99.0,0.1,0.174,7.8,0.735,12.9,9.482,47.064,0.615
142.0,2.72,60.558,47.0,89.0,84.0,0.1,0.078,2.9,0.677,11.8,7.989,111.942,71.0
89.0,9.72,591.669,6.2,99.0,99.0,0.1,0.463,0.9,0.874,16.8,14.683,20.526,11.024000000000001
17.0,0.01,726.029,61.3,91.0,91.0,0.1,0.739,1.8,0.803,15.1,12.125,8.689,11.024000000000001
119.0,0.61,535.279,6.1,98.0,97.0,0.1,0.339,3.8,0.739,13.6,10.05,25.903,29.75
138.0,0.02,0.0,5.4,98.0,99.0,0.1,0.174,7.5,0.704,11.8,8.307,33.519,4.759
14.0,1.03,0.0,59.1,98.0,98.0,0.1,0.174,2.2,0.741,12.9,9.559,38.455,11.024000000000001
49.0,3.65,0.0,57.4,97.0,97.0,0.1,0.9,0.4,0.938,16.0,15.008,6.365,11.024000000000001
411.0,4.4,0.0,19.1,88.0,83.0,8.5,0.174,7.5,0.675,12.3,8.302,27.091,2.915
72.0,10.32,0.0,65.4,95.0,95.0,0.1,0.174,0.8,0.675,12.3,8.302,53.607,18.0
43.0,1.14,47.173,16.5,69.0,7.0,12.2,0.028,4.2,0.291,5.4,1.571,222.851,0.316
123.0,5.69,527.608,49.5,92.0,95.0,0.2,0.46,2.2,0.733,12.8,9.382,19.357,61.5
26.0,0.36,7.127,13.5,55.0,55.0,0.1,0.048,12.0,0.492,10.6,5.215,31.418,8.667
12.0,1.13,0.0,59.7,96.0,95.0,0.1,0.174,2.2,0.743,12.9,9.585,37.192,11.024000000000001
295.0,0.71,85.718,42.7,72.0,71.0,1.4,0.096,1.4,0.461,8.6,3.965,45.999,21.071
172.0,2.06,0.0,65.8,81.0,91.0,0.1,0.174,0.2,0.629,11.4,7.171,77.139,11.024000000000001
498.0,8.69,709.317,43.6,75.0,79.0,29.5,0.542,11.6,0.609,12.9,7.856,14.331,5.929
163.0,0.76,0.0,53.2,6.0,72.0,0.1,0.174,6.3,0.646,12.0,7.752,18.539,20.375
426.0,5.09,205.808,25.1,79.0,78.0,23.9,0.184,15.2,0.556,11.7,6.505,33.667,106.5
194.0,3.81,36.816,45.7,8.0,79.0,0.3,0.019,2.1,0.587,11.0,6.457,322.325,48.5
331.0,0.68,93.373,38.2,52.0,55.0,1.3,0.054,1.5,0.422,6.6,2.785,124.022,23.643
16.0,1.6,611.909,17.3,96.0,96.0,0.1,0.386,14.5,0.617,12.2,7.527,15.267,11.024000000000001
124.0,1.95,4.299,16.2,98.0,98.0,0.1,0.003,14.6,0.597,12.0,7.164,1880.214,11.024000000000001
163.0,8.27,0.0,57.1,73.0,71.0,0.1,0.174,1.6,0.714,12.4,8.854,27.837,14.818
253.0,4.31,8.897,55.1,99.0,99.0,0.8,0.008,2.9,0.673,13.2,8.884,733.324,36.143
14.0,0.49,216.703,27.9,94.0,94.0,0.1,0.417,9.5,0.723,12.0,8.676,8.149,3.5
237.0,7.84,1.776,38.4,91.0,91.0,1.9,0.014,5.8,0.613,11.2,6.866,397.524,237.0
118.0,3.65,0.0,54.9,96.0,94.0,0.1,0.037,2.1,0.741,12.7,9.411,155.464,118.0
39.0,4.46,12.197,2.2,56.0,46.0,3.1,0.018,9.2,0.338,8.7,2.941,324.671,1.95
146.0,8.07,866.0,45.6,98.0,97.0,0.1,0.759,3.8,0.744,15.8,11.755,8.375,11.024000000000001
143.0,10.43,0.0,44.5,99.0,99.0,0.1,0.174,4.3,0.733,12.9,9.456,43.506,11.024000000000001
218.0,2.79,353.669,45.3,98.0,99.0,0.4,0.224,2.1,0.607,11.3,6.859,36.467,43.6
126.0,2.4,0.0,54.1,96.0,96.0,0.1,0.174,2.7,0.0,11.9,0.0,52.631,11.024000000000001
329.0,0.01,0.0,22.4,49.0,41.0,0.8,0.174,6.9,0.675,12.3,8.302,32.888,4.012
388.0,3.49,35.933,16.8,4.0,4.0,2.4,0.078,1.4,0.406,5.9,2.395,56.607,2.503
192.0,12.15,0.0,54.4,91.0,99.0,0.1,0.174,2.7,0.0,12.0,0.0,29.903,11.024000000000001
15.0,2.19,527.918,59.7,74.0,74.0,0.1,0.543,4.8,0.0,14.8,0.0,17.118,15.0
187.0,3.11,67.672,17.5,82.0,83.0,0.2,0.145,26.8,0.599,11.5,6.888,31.179,0.144
55.0,10.22,687.578,58.5,96.0,96.0,0.1,0.447,0.9,0.894,18.4,16.45,20.414,11.024000000000001
173.0,9.75,77.945,39.4,98.0,97.0,0.1,0.578,4.0,0.0,14.6,0.0,10.188,11.024000000000001
178.0,0.24,84.623,16.4,83.0,82.0,0.2,0.059,16.7,0.515,11.1,5.716,108.713,5.933
424.0,3.84,5.348,21.7,84.0,86.0,1.6,0.004,8.3,0.384,8.7,3.341,303.322,10.6
12.0,6.95,201.749,55.6,87.0,85.0,0.1,0.159,1.9,0.765,12.8,9.792,45.576,12.0
42.0,0.01,82.769,18.4,95.0,96.0,8.3,0.037,6.6,0.454,10.7,4.858,337.398,0.913
96.0,3.45,384.513,59.5,91.0,91.0,0.1,0.165,1.7,0.768,13.9,10.675,56.477,96.0
328.0,2.41,20.623,22.3,74.0,79.0,4.8,0.018,6.4,0.565,12.5,7.062,270.589,7.81
466.0,3.11,0.0,22.1,87.0,76.0,6.1,0.174,7.2,0.675,12.3,8.302,30.936,5.178
371.0,6.19,83.181,26.6,8.0,82.0,4.9,0.13,6.0,0.486,10.0,4.86,30.554,4.696
