year,selling_price,fuel,seller_type,transmission,owner,brand,km_dr_gr,mpow_val_d
2010,150000,1,0,0,4,0,2,75.0
2015,450000,1,0,0,1,1,0,75.0
2017,1625000,0,0,0,1,1,1,150.0
2006,85000,0,0,0,3,1,3,75.0
2018,450000,1,0,0,1,1,0,75.0
2017,360000,0,0,0,1,1,1,75.0
2020,390000,1,0,0,1,1,0,75.0
2011,145000,1,0,0,2,1,1,75.0
2012,540000,0,0,0,3,1,2,125.0
2008,290000,0,0,0,3,1,3,100.0
2013,300000,0,0,0,1,1,2,75.0
2017,565000,1,0,0,1,1,2,75.0
2011,441000,0,0,0,2,1,2,125.0
2011,180000,1,0,0,2,1,2,50.0
2013,200000,1,0,0,2,1,2,50.0
2005,85000,1,0,0,2,1,3,50.0
2006,67500,0,0,0,4,1,3,50.0
2016,700000,0,0,0,2,1,3,100.0
2010,275000,0,0,0,4,1,2,75.0
2019,600000,1,0,0,1,1,0,75.0
2011,250000,0,0,0,1,1,3,100.0
2016,600000,0,0,0,1,1,3,75.0
2010,200000,0,0,0,2,0,2,100.0
2015,425000,0,0,0,2,1,2,75.0
2012,420000,0,0,0,2,1,3,75.0
2012,321000,0,0,0,2,1,3,100.0
2012,350000,0,0,0,4,1,3,100.0
2017,490000,1,0,0,1,1,2,75.0
2015,680000,0,0,0,1,1,2,75.0
2016,298000,1,0,0,1,1,2,75.0
2011,450000,0,0,0,4,1,3,125.0
2012,250000,0,0,0,1,1,1,75.0
2013,1075000,0,0,1,3,1,3,150.0
2017,500000,1,0,0,1,1,0,75.0
2019,681000,1,0,0,1,1,0,100.0
2014,650000,0,0,0,2,1,2,150.0
2008,80000,1,0,0,2,0,2,75.0
2009,290000,0,0,0,1,1,3,75.0
2006,220000,0,0,0,2,1,3,125.0
2017,229999,1,0,0,1,0,2,50.0
2003,150000,0,0,0,2,1,3,75.0
2014,500000,1,0,0,1,1,1,75.0
2013,175000,0,0,0,1,1,3,75.0
2019,720000,1,0,0,1,1,0,100.0
2012,100000,1,0,0,1,1,1,25.0
2009,250000,1,0,1,2,1,3,125.0
2014,810000,0,0,0,1,1,3,150.0
2010,165000,1,0,0,3,1,0,50.0
2016,409999,0,0,0,2,0,1,100.0
2013,430000,0,0,0,2,1,2,75.0
2015,300000,1,0,0,1,0,0,75.0
2011,350000,0,0,0,3,1,3,75.0
2018,400000,1,0,0,1,1,1,75.0
2016,420000,0,0,0,1,0,2,75.0
2015,430000,1,0,0,1,1,0,75.0
2017,573000,1,0,0,1,1,0,75.0
2015,210000,1,0,0,1,1,1,50.0
2015,600000,0,0,0,1,1,1,100.0
2008,150000,1,0,0,3,1,2,75.0
2019,550000,1,0,0,1,1,0,75.0
2011,320000,0,0,0,2,1,3,75.0
2000,80000,1,0,0,4,1,2,25.0
2019,800000,0,0,0,1,1,0,100.0
2013,500000,1,0,0,1,1,1,100.0
2011,229999,0,0,0,2,1,3,100.0
2015,630000,1,0,0,1,1,0,75.0
2016,190000,1,0,0,2,1,2,25.0
2011,450000,0,0,0,2,1,3,75.0
2008,95000,1,0,0,1,1,3,50.0
2009,101000,1,0,0,4,1,2,25.0
2016,500000,0,0,0,2,1,2,100.0
2014,1019999,0,0,0,2,1,2,100.0
2012,244000,1,0,0,1,1,1,50.0
2013,250000,1,0,0,2,1,2,75.0
2016,660000,1,0,0,1,1,1,75.0
2010,270000,1,0,0,1,1,1,75.0
2012,280000,0,0,0,1,1,3,75.0
2017,1050000,0,0,0,1,1,1,125.0
2017,525000,1,0,0,1,1,2,75.0
2017,850000,0,0,0,1,1,0,125.0
2016,1165000,0,0,0,1,1,1,150.0
2012,345000,1,0,0,2,1,1,75.0
2007,95000,1,0,0,2,1,3,75.0
2015,235000,1,0,0,1,1,0,50.0
2014,350000,1,0,0,1,1,0,75.0
2014,380000,1,0,0,1,1,0,75.0
2017,400000,0,0,0,1,1,3,75.0
2010,220000,1,0,0,1,1,1,75.0
2008,270000,0,0,0,3,1,3,125.0
2012,275000,1,0,0,2,1,2,75.0
2009,125000,0,0,0,2,1,3,75.0
2015,360000,1,0,0,1,1,0,75.0
2019,550000,1,0,0,1,1,0,75.0
2016,327000,1,0,0,1,1,0,75.0
2016,425000,1,0,0,1,1,0,75.0
2017,620000,0,0,0,1,1,3,75.0
2011,130000,0,0,0,2,1,1,75.0
2009,120000,1,0,0,1,1,1,50.0
2011,400000,0,0,0,2,1,3,125.0
2007,185000,0,0,0,4,1,2,100.0
2015,204999,1,0,0,2,1,1,75.0
2017,625000,0,0,0,1,1,1,75.0
2013,600000,0,0,0,1,1,1,100.0
2011,150000,1,0,0,1,1,3,75.0
2013,229999,1,0,0,1,0,1,75.0
2016,576000,1,0,0,1,1,0,75.0
2016,265000,1,0,0,1,1,1,50.0
2017,420000,0,0,0,1,1,3,75.0
2015,750000,0,0,0,1,1,0,100.0
2012,165000,2,0,0,2,1,1,50.0
2017,290000,1,0,0,1,1,0,50.0
2011,160000,1,0,0,1,1,1,50.0
2017,695000,0,0,0,1,1,1,75.0
2012,231000,2,0,0,1,1,2,50.0
2015,1050000,0,0,0,1,1,1,75.0
2013,400000,1,0,0,1,1,2,75.0
2016,500000,1,0,0,1,1,1,75.0
2010,150000,0,0,0,2,1,3,100.0
2016,400000,0,0,0,2,1,3,125.0
2010,120000,0,0,0,2,1,3,75.0
2012,300000,0,0,0,2,1,2,75.0
2015,350000,1,0,0,1,1,0,75.0
2019,580000,1,0,0,1,1,0,75.0
2012,200000,0,0,0,2,0,2,50.0
2016,750000,0,0,0,1,1,3,125.0
2015,371000,1,0,0,1,0,1,75.0
2010,320000,0,0,0,3,1,3,75.0
2012,204999,0,0,0,2,1,3,75.0
2003,110000,1,0,0,2,1,2,100.0
2009,150000,0,0,0,4,1,3,75.0
2016,625000,0,0,0,2,1,2,50.0
2017,1300000,0,0,0,2,1,1,125.0
2015,900000,0,0,0,1,1,3,150.0
2010,180000,0,0,0,2,1,3,75.0
2017,900000,0,0,0,1,1,1,100.0
2006,165000,1,0,0,2,1,3,75.0
2010,270000,0,0,0,4,1,3,100.0
2017,750000,0,0,0,1,1,1,100.0
2019,750000,1,0,0,1,1,0,75.0
2002,40000,1,0,0,3,1,2,25.0
2011,190000,0,0,0,2,1,2,75.0
2009,395000,0,0,0,3,1,3,100.0
2010,800000,0,0,0,2,1,3,175.0
2011,315000,1,0,0,1,1,2,75.0
2014,1600000,0,0,1,2,2,1,150.0
2013,409999,0,0,0,1,1,2,75.0
2013,340000,1,0,0,1,1,2,75.0
2015,270000,1,0,0,1,1,1,50.0
2017,280000,0,0,0,1,1,2,75.0
2012,130000,0,0,0,1,1,1,75.0
2014,260000,1,0,0,1,1,0,50.0
2018,710000,0,0,0,1,1,2,75.0
2013,204999,1,0,0,3,1,3,75.0
2017,300000,1,0,0,1,0,1,75.0
2009,180000,0,0,0,2,1,3,75.0
2016,700000,0,0,0,1,1,3,100.0
2012,320000,0,0,0,2,1,3,100.0
2020,370000,1,0,0,1,1,0,50.0
2018,340000,1,0,0,1,1,0,50.0
2018,750000,0,0,0,1,1,0,100.0
2018,600000,0,0,0,1,1,2,125.0
2016,550000,0,0,0,1,1,2,75.0
2013,600000,0,0,0,2,1,2,100.0
2017,550000,0,0,0,1,1,1,75.0
2015,750000,0,0,0,1,1,3,100.0
2019,450000,1,0,0,1,1,0,75.0
2012,400000,0,0,0,3,1,3,100.0
2016,520000,0,0,0,2,1,1,75.0
2013,199000,1,0,0,2,1,1,75.0
2012,150000,0,0,0,1,0,3,50.0
2016,540000,0,0,0,3,1,2,100.0
2011,250000,0,0,0,2,1,2,100.0
2010,200000,1,0,0,2,1,2,75.0
2011,130000,0,0,0,2,1,2,75.0
2007,90000,1,0,0,1,1,2,25.0
2012,450000,0,0,0,2,1,3,125.0
2009,280000,0,0,0,1,1,3,100.0
2007,280000,0,0,0,2,1,3,150.0
2006,120000,1,0,0,2,1,3,50.0
2008,290000,0,0,0,2,1,3,75.0
2019,1000000,0,0,0,1,1,0,100.0
2012,415000,0,0,0,1,1,3,75.0
2012,415000,0,0,0,1,1,3,75.0
2015,240000,0,0,0,1,0,1,50.0
2010,250000,0,0,0,1,1,1,75.0
2011,175000,0,0,0,1,1,2,75.0
2008,220000,0,0,0,2,1,2,100.0
2019,675000,1,0,0,1,1,0,75.0
2016,535000,0,0,0,1,1,1,75.0
2019,675000,1,0,0,1,1,0,75.0
2016,800000,0,0,0,1,1,2,100.0
2012,425000,0,0,0,2,1,2,100.0
2011,150000,1,0,0,3,1,2,75.0
2007,90000,1,0,0,2,1,1,75.0
2015,850000,0,0,0,1,1,2,150.0
2008,330000,0,0,0,2,1,3,100.0
2017,850000,0,0,0,1,1,1,100.0
2008,305000,0,0,0,2,1,3,75.0
2013,910000,0,0,0,2,1,3,100.0
2012,1100000,0,0,0,1,1,3,100.0
2019,675000,1,0,1,1,1,0,75.0
2010,150000,1,0,0,1,1,2,50.0
2015,550000,0,0,0,1,1,0,75.0
2012,350000,0,0,0,1,1,1,100.0
2012,300000,0,0,0,1,1,2,75.0
2018,1745000,0,0,1,1,1,0,175.0
2014,611000,0,0,0,2,1,2,75.0
2016,400000,1,0,0,1,1,2,75.0
2013,700000,0,0,0,1,1,3,125.0
2013,300000,0,0,0,1,0,2,75.0
2005,65000,1,0,0,1,1,2,75.0
2011,200000,1,0,0,3,1,2,75.0
2015,650000,0,0,0,1,1,3,100.0
2015,650000,0,0,0,1,1,2,100.0
2013,350000,0,0,0,3,1,2,75.0
2011,75000,0,0,0,3,1,3,50.0
2010,240000,1,0,0,1,1,3,75.0
2013,240000,1,0,0,1,1,1,75.0
2011,180000,0,0,0,2,1,3,75.0
2014,900000,0,0,1,2,1,2,200.0
2014,425000,0,0,0,2,1,1,75.0
2009,95000,1,0,0,3,0,3,50.0
2018,811000,0,0,0,1,1,3,75.0
2018,1100000,1,0,0,1,1,1,125.0
2013,600000,0,0,0,1,0,2,75.0
2014,550000,0,0,0,2,1,1,100.0
2015,715000,0,0,0,1,1,2,125.0
2006,100000,0,0,0,3,1,3,75.0
2013,500000,0,0,0,1,1,3,75.0
2013,350000,1,0,0,1,1,1,75.0
2008,100000,0,0,0,1,1,1,50.0
2012,325000,0,0,0,1,1,3,150.0
2012,220000,1,0,0,2,1,3,75.0
1999,55000,1,0,0,2,1,1,25.0
2016,330000,1,0,0,1,1,0,50.0
2018,950000,0,0,0,2,1,1,100.0
2011,300000,0,0,0,2,1,3,100.0
2006,170000,1,0,0,4,1,3,100.0
2013,850000,0,0,0,2,1,3,100.0
2019,900000,0,1,0,1,1,0,75.0
2015,1325000,0,1,0,2,1,3,100.0
2012,350000,0,1,0,2,1,2,75.0
2016,600000,0,1,0,1,1,3,100.0
2014,750000,0,1,0,1,1,3,100.0
2012,450000,0,1,0,1,1,2,75.0
2010,325000,0,1,0,2,1,2,100.0
2013,900000,0,1,0,2,1,2,150.0
2013,600000,0,1,0,2,1,3,100.0
2019,1100000,1,0,0,1,1,0,125.0
2017,520000,1,0,0,1,1,0,75.0
2015,885000,0,0,0,1,1,3,125.0
2018,950000,0,0,1,1,1,1,100.0
2008,229999,1,0,0,2,1,3,125.0
2013,409999,0,0,0,3,1,3,75.0
2011,300000,0,0,0,3,1,3,75.0
2008,175000,0,0,0,3,1,3,75.0
2000,108000,1,0,0,4,1,3,50.0
2017,425000,1,0,0,2,1,1,75.0
2011,272000,0,0,0,4,0,3,125.0
2013,310000,1,0,0,1,1,2,75.0
2017,1125000,0,0,0,1,1,3,100.0
2014,450000,1,0,0,2,1,1,75.0
2011,400000,1,0,0,1,1,1,100.0
2015,760000,0,0,0,3,1,2,100.0
2009,120000,1,0,0,1,1,2,50.0
2019,757000,0,0,0,1,1,0,75.0
2011,250000,0,0,0,2,1,2,125.0
2011,800000,0,0,0,1,1,1,100.0
2014,1380000,0,0,0,1,1,3,175.0
2014,700000,0,0,0,1,1,0,100.0
2016,450000,0,0,0,2,1,3,100.0
2018,650000,1,0,0,1,1,0,75.0
2013,950000,0,0,0,1,1,1,150.0
2019,290000,1,0,0,1,1,0,50.0
2013,215000,1,0,0,1,1,0,75.0
2016,250000,1,0,0,1,1,0,50.0
2017,750000,0,0,0,1,1,1,100.0
2016,250000,1,0,0,2,1,0,75.0
2017,950000,1,0,1,1,1,0,125.0
2018,793000,0,0,0,1,1,0,100.0
2015,750000,0,0,0,1,1,2,125.0
2017,725000,1,0,1,1,1,0,100.0
2016,480000,0,0,0,1,1,0,75.0
2013,3750000,0,1,1,1,2,1,250.0
2018,795000,1,1,0,1,1,1,75.0
2016,625000,1,1,0,1,1,1,100.0
2016,2900000,0,1,1,1,2,0,200.0
2017,625000,0,0,1,1,1,1,75.0
2011,440000,0,0,1,2,0,2,150.0
2018,1400000,1,1,0,1,1,0,150.0
2017,1450000,1,1,1,2,1,0,150.0
2017,2700000,0,1,1,1,2,0,125.0
2019,1925000,0,1,1,1,1,1,175.0
2020,1900000,0,1,1,1,1,0,125.0
2017,844999,0,1,0,1,1,2,100.0
2016,650000,0,1,1,1,1,2,100.0
2018,750000,1,1,0,1,1,0,75.0
2018,6000000,0,1,1,1,2,0,250.0
2015,610000,1,1,0,1,1,0,100.0
2018,2940000,0,1,1,1,1,3,175.0
2017,1150000,0,1,0,1,1,1,125.0
2016,1825000,0,1,1,1,1,2,175.0
2018,890000,1,1,1,1,1,0,75.0
2017,385000,0,0,0,1,1,3,75.0
2016,400000,1,0,1,1,1,0,75.0
2018,550000,0,0,0,1,1,1,75.0
2010,270000,0,0,0,1,0,3,75.0
2013,200000,0,0,0,2,1,3,75.0
2016,310000,1,0,0,1,1,0,50.0
2019,700000,0,0,0,1,1,0,75.0
2015,480000,0,0,0,2,0,2,75.0
2005,90000,1,0,0,2,1,1,50.0
2005,80000,1,0,0,2,1,1,50.0
2015,350000,0,0,0,1,1,2,75.0
2011,350000,0,0,0,3,1,3,125.0
2018,770000,0,0,0,1,1,1,100.0
2012,350000,0,0,0,1,1,0,75.0
2011,600000,0,0,0,3,1,1,125.0
2016,750000,0,0,0,1,1,2,100.0
2016,340000,1,0,0,1,1,1,75.0
2014,300000,1,0,0,1,1,2,75.0
2014,204999,1,0,0,2,1,0,50.0
2012,254999,0,0,0,2,1,2,75.0
2017,650000,1,0,0,1,1,0,75.0
2017,280000,1,0,0,2,1,1,50.0
2011,100000,0,0,0,1,1,2,50.0
2014,575000,0,0,0,2,0,2,75.0
2017,780000,0,0,0,1,1,1,100.0
2013,467000,0,0,0,1,1,3,50.0
2015,1050000,0,0,0,1,1,2,125.0
2011,225000,1,0,0,2,1,2,75.0
2009,90000,1,0,0,2,0,1,75.0
2014,350000,0,0,0,2,1,3,75.0
2006,229999,0,0,0,2,1,2,125.0
2016,550000,0,0,0,2,1,2,75.0
2013,850000,0,0,0,2,1,3,100.0
2011,370000,0,0,0,3,1,3,75.0
2013,250000,1,0,0,1,1,0,75.0
2007,95000,1,0,0,2,1,2,50.0
2010,180000,1,0,0,2,1,2,75.0
2016,650000,0,0,1,1,1,1,100.0
2018,530000,0,0,0,1,1,1,75.0
2017,610000,1,0,0,1,1,0,75.0
2010,265000,0,0,0,1,1,3,100.0
2018,560000,1,0,0,1,1,0,75.0
2014,430000,0,0,0,1,1,3,50.0
2017,711000,0,0,0,1,1,0,75.0
2015,511000,1,0,0,1,1,0,75.0
2015,325000,1,0,0,1,1,1,100.0
2013,434999,0,0,0,1,1,3,75.0
2010,210000,0,0,0,2,1,3,75.0
2007,160000,1,0,0,2,1,3,100.0
2017,650000,1,0,0,2,1,2,100.0
2014,320000,1,0,0,1,1,2,75.0
2013,80000,1,0,0,1,1,0,25.0
2017,1100000,0,0,0,1,1,0,150.0
2015,600000,0,0,0,1,1,3,100.0
2017,340000,1,0,0,1,1,0,50.0
2014,750000,0,0,0,1,1,3,100.0
2006,100000,1,0,0,1,1,1,50.0
2019,395000,1,0,0,1,1,0,50.0
2010,200000,1,0,0,1,1,2,75.0
2019,450000,2,0,0,1,1,0,50.0
2012,180000,1,0,0,2,1,3,75.0
2008,190000,0,0,0,2,1,3,75.0
2015,310000,1,0,0,1,1,2,75.0
2014,351000,0,0,0,2,1,2,75.0
2006,190000,1,0,0,2,0,2,100.0
2015,225000,1,0,0,2,1,3,50.0
2012,130000,1,0,0,1,0,3,50.0
2018,1000000,0,0,0,1,1,1,100.0
2004,55000,0,0,0,3,1,2,50.0
2013,166000,1,0,0,1,1,1,25.0
2013,200000,0,0,0,1,1,3,100.0
2011,140000,1,0,0,3,1,1,75.0
2017,370000,2,0,0,1,1,3,50.0
2019,720000,1,0,1,1,1,0,75.0
2015,500000,0,0,0,1,1,3,100.0
2019,570000,1,0,0,1,1,0,75.0
2010,210000,1,0,0,1,1,3,75.0
2009,120000,1,0,0,1,1,3,50.0
2005,95000,1,0,0,4,1,3,75.0
2010,196000,1,0,1,3,1,3,75.0
2010,150000,1,0,0,1,1,3,100.0
2017,595000,1,0,0,1,1,3,125.0
2018,833000,0,0,1,1,1,0,100.0
2011,280000,0,0,0,1,1,3,75.0
2003,35000,1,0,0,2,1,0,25.0
2009,180000,0,0,0,3,1,2,75.0
2012,225000,1,0,0,1,1,2,75.0
2012,1400000,0,0,1,1,2,1,175.0
2009,340000,0,0,0,1,1,1,100.0
2010,550000,0,0,0,1,1,3,100.0
2017,400000,1,0,0,2,1,2,75.0
2006,90000,1,0,0,3,1,3,75.0
2015,650000,0,0,0,1,1,2,100.0
2012,730000,0,0,0,1,1,3,100.0
2010,125000,1,0,0,1,0,1,75.0
2006,81000,1,0,0,4,1,3,75.0
2007,170000,1,0,0,2,1,2,100.0
2002,81000,1,0,0,4,1,3,100.0
2010,55000,1,0,0,3,1,1,25.0
2017,880000,0,0,0,1,1,2,100.0
2015,200000,1,0,0,1,1,1,50.0
2019,480000,1,0,0,1,1,0,75.0
2013,480000,0,0,0,1,1,3,50.0
2018,700000,1,0,0,1,1,0,75.0
2016,850000,0,0,0,1,1,2,100.0
2012,300000,0,0,0,1,1,1,75.0
2017,650000,1,0,0,1,1,0,75.0
2010,220000,1,0,0,1,1,0,75.0
2014,450000,0,0,0,1,1,2,75.0
2014,400000,0,0,0,1,1,2,75.0
2018,1030000,0,0,0,1,1,0,100.0
2010,190000,0,0,0,2,1,3,100.0
2006,140000,1,0,0,2,1,1,75.0
2018,800000,0,0,0,1,1,0,100.0
2007,229999,0,0,0,3,1,3,125.0
2011,300000,0,0,0,2,1,2,150.0
2011,375000,0,0,0,2,1,2,100.0
2010,140000,1,0,0,1,0,2,75.0
2004,60000,1,0,0,2,1,3,50.0
2014,420000,0,0,0,2,1,2,75.0
2012,300000,0,0,0,3,1,3,75.0
2012,150000,0,0,0,1,1,3,75.0
2015,600000,0,0,0,1,1,2,100.0
2011,204999,0,0,0,2,1,3,75.0
2017,625000,0,0,0,1,1,1,75.0
2011,280000,0,0,0,1,0,3,100.0
2010,535000,0,0,0,2,1,2,150.0
2009,400000,1,0,1,2,1,3,175.0
2019,610000,1,0,1,1,1,0,75.0
2014,509999,0,0,0,1,1,3,75.0
2014,521000,0,0,0,2,1,2,150.0
2014,511000,0,0,0,1,1,3,75.0
2014,451000,0,0,0,1,1,2,100.0
2013,450000,0,0,0,2,1,3,75.0
2011,375000,1,0,0,2,1,2,125.0
2016,305000,1,0,0,2,1,1,50.0
2016,315000,1,0,0,1,1,1,50.0
2016,250000,0,0,0,2,0,1,75.0
2012,200000,0,0,0,2,1,3,75.0
2012,400000,0,0,0,3,1,3,100.0
2014,509999,0,0,0,2,1,3,75.0
2008,375000,1,0,0,3,1,2,125.0
2005,150000,1,0,0,3,1,3,75.0
2006,75000,1,0,1,1,1,1,75.0
2015,465000,1,0,0,2,1,1,100.0
2019,700000,0,0,0,1,1,0,75.0
2015,950000,0,0,0,3,1,3,125.0
2017,610000,1,0,0,1,1,1,75.0
2014,235000,1,0,0,1,1,1,50.0
2017,330000,1,0,0,1,1,2,75.0
2019,585000,1,0,0,1,1,0,75.0
2018,500000,0,0,0,1,1,0,50.0
2019,360000,1,0,0,1,1,0,75.0
2016,649000,0,0,0,1,1,2,75.0
2017,200000,1,0,0,1,1,1,25.0
2014,400000,0,0,0,1,1,3,75.0
2015,250000,0,0,0,2,1,3,50.0
2018,1200000,0,0,0,1,1,1,125.0
2009,250000,0,0,0,2,1,3,75.0
2013,819999,0,0,0,1,1,3,100.0
2014,800000,0,0,0,2,1,1,150.0
2013,429000,1,1,0,2,1,1,125.0
2010,150000,1,0,0,3,1,1,50.0
2012,170000,0,0,0,1,0,2,50.0
2013,360000,0,0,0,2,1,2,100.0
2018,570000,0,0,0,1,1,2,75.0
2012,350000,0,0,0,2,1,3,100.0
2017,700000,1,0,0,1,1,3,100.0
2012,375000,0,0,0,2,1,3,100.0
2019,450000,2,0,0,1,1,1,50.0
2013,325000,0,0,0,3,1,2,100.0
2011,260000,0,0,0,3,1,3,100.0
2009,130000,1,0,0,3,1,2,50.0
2008,150000,0,0,0,4,1,3,150.0
2014,275000,1,0,0,1,1,1,75.0
2017,455000,0,0,0,1,1,1,75.0
2017,570000,1,0,0,1,1,0,75.0
2013,330000,0,0,0,3,1,3,100.0
2012,450000,0,0,0,4,1,2,100.0
2014,250000,1,0,0,1,1,1,50.0
2010,165000,1,0,0,3,1,2,75.0
2013,800000,0,1,1,1,1,3,175.0
2018,680000,1,1,0,1,1,0,100.0
2017,525000,1,1,1,1,1,0,75.0
2016,825000,1,1,0,1,1,0,125.0
2017,750000,0,1,0,1,1,1,100.0
2017,950000,0,1,0,1,1,1,125.0
2017,950000,0,1,0,1,1,1,125.0
2017,675000,0,1,0,1,1,0,100.0
2019,490000,1,1,0,1,1,0,75.0
2018,775000,0,1,0,1,1,1,100.0
2009,350000,1,1,0,1,1,1,125.0
2016,475000,1,1,0,1,1,0,75.0
2017,950000,0,1,0,1,1,1,125.0
2010,350000,1,1,0,2,1,1,125.0
2016,400000,1,1,0,1,1,2,75.0
2001,75000,1,0,0,3,1,0,25.0
2017,850000,0,1,0,1,1,2,100.0
2008,175000,1,1,0,2,1,2,75.0
2014,570000,0,1,0,1,1,2,50.0
2013,525000,0,1,0,2,1,1,100.0
2012,270000,1,0,0,1,1,1,75.0
2019,434999,1,1,0,1,1,0,75.0
2015,495000,1,1,0,1,1,0,75.0
2016,575000,0,1,0,1,1,1,100.0
2017,600000,1,0,0,1,1,0,75.0
2015,700000,1,0,0,1,1,0,125.0
2014,560000,0,1,0,1,1,2,100.0
2013,409999,1,0,0,2,1,0,100.0
2016,495000,0,1,0,1,1,1,75.0
2014,470000,1,1,0,1,1,0,75.0
2013,350000,0,1,0,1,1,2,100.0
2020,1560000,0,1,0,1,1,0,150.0
2015,480000,1,1,0,1,1,1,100.0
2013,270000,0,1,0,1,1,1,75.0
2018,660000,0,1,0,1,1,2,75.0
2017,490000,1,1,1,1,1,1,75.0
2017,800000,0,0,0,1,1,1,100.0
2011,350000,1,0,0,2,1,1,100.0
2011,170000,0,0,0,3,1,2,75.0
2011,125000,0,0,0,2,1,2,75.0
2012,400000,0,0,0,1,1,3,75.0
2011,250000,1,0,0,1,1,3,100.0
2010,190000,0,0,0,2,0,3,100.0
2010,125000,1,0,0,3,1,3,50.0
2017,1950000,0,0,0,1,1,2,175.0
2011,1300000,0,0,1,1,2,3,175.0
2015,335000,1,0,0,1,1,0,75.0
2009,114999,1,0,0,3,1,1,75.0
2012,229999,0,0,0,4,1,2,75.0
2017,731000,0,0,0,1,1,1,100.0
2012,395000,0,0,0,1,1,3,125.0
2015,500000,0,0,0,1,1,3,75.0
2014,220000,1,0,0,3,1,1,50.0
2013,240000,0,0,0,1,1,3,75.0
2010,215000,0,0,0,3,1,3,100.0
2012,400000,0,0,0,2,1,2,75.0
2012,191000,1,0,0,1,1,2,75.0
2015,250000,1,0,1,1,1,0,25.0
2009,210000,0,0,0,2,1,2,100.0
2011,300000,1,0,0,3,1,3,100.0
2017,700000,0,0,0,1,1,0,100.0
2010,500000,0,0,0,2,1,3,150.0
2002,120000,1,0,0,1,1,3,25.0
2019,850000,0,0,0,1,1,0,100.0
2017,770000,0,0,0,2,1,2,100.0
2007,245000,1,0,0,3,1,2,125.0
2012,250000,1,0,0,1,1,2,75.0
2016,651000,0,1,0,1,1,1,100.0
2013,480000,1,1,0,1,1,1,125.0
2015,470000,0,1,0,1,1,1,75.0
2016,500000,0,0,0,1,1,0,100.0
2011,1075000,0,1,1,1,2,1,200.0
2016,690000,0,1,0,1,1,0,100.0
2018,480000,1,1,0,1,1,0,75.0
2013,450000,0,1,0,2,1,1,75.0
2015,445000,0,1,0,1,1,1,75.0
2018,700000,1,0,0,1,1,0,75.0
2014,560000,0,0,0,1,1,2,100.0
2013,475000,0,1,0,2,1,1,100.0
2014,465000,0,1,0,1,1,0,100.0
2017,520000,0,1,0,1,1,0,75.0
2015,700000,1,0,0,1,1,0,100.0
2016,403000,0,0,0,2,1,0,100.0
2009,229999,1,0,0,2,1,1,75.0
2016,525000,0,0,0,2,1,1,75.0
2014,560000,1,0,0,1,1,0,100.0
2020,830000,0,0,0,1,1,3,150.0
2011,250000,0,0,0,2,1,1,75.0
2014,450000,0,0,0,1,1,3,75.0
2016,745000,0,0,0,1,1,2,125.0
2010,144000,0,0,0,2,1,1,75.0
2008,300000,0,0,0,2,1,3,150.0
1999,52000,1,0,0,1,1,3,25.0
2003,300000,0,0,0,1,1,2,125.0
2014,260000,0,0,0,1,0,1,75.0
2015,475000,0,0,0,1,1,3,75.0
2011,302000,0,0,0,3,1,3,75.0
1994,45000,1,0,0,1,1,1,25.0
2017,775000,0,0,0,1,1,2,100.0
2015,700000,0,0,0,1,1,1,100.0
2014,530000,0,0,0,1,1,2,75.0
2017,869999,0,0,0,1,1,2,100.0
2006,155000,0,0,0,4,1,3,100.0
2019,550000,1,0,1,1,1,0,75.0
2016,600000,0,0,0,2,1,2,75.0
2012,430000,0,0,0,2,1,3,75.0
2010,246000,0,0,0,1,1,3,100.0
2014,565000,1,0,0,2,1,2,75.0
2018,850000,0,0,0,1,1,1,100.0
2006,160000,1,0,0,1,1,2,50.0
2014,325000,0,0,0,1,0,3,75.0
2011,450000,0,0,0,3,1,2,125.0
2015,310000,1,0,0,1,1,1,75.0
2013,250000,0,0,0,3,1,2,100.0
2015,420000,0,0,0,2,1,3,75.0
2013,330000,1,0,1,2,1,3,100.0
2015,405000,1,0,0,2,1,2,75.0
2013,400000,0,0,0,2,1,2,50.0
2010,409999,1,0,1,3,1,3,125.0
2013,500000,0,0,0,2,1,2,50.0
2011,590000,0,0,0,3,1,2,150.0
2007,135000,1,0,0,2,1,3,75.0
2004,70000,1,0,0,2,1,2,75.0
2004,45000,1,0,0,3,1,2,25.0
2018,650000,0,0,0,1,1,1,75.0
2018,400000,1,0,0,1,1,0,75.0
2017,350000,1,0,0,1,1,0,75.0
2017,550000,0,0,0,1,1,1,75.0
2016,350000,1,0,0,1,1,0,75.0
2015,459999,0,0,0,1,1,2,75.0
2012,185000,1,0,0,2,1,1,50.0
2013,550000,0,0,0,1,1,1,75.0
2011,900000,0,0,0,1,1,3,100.0
2016,900000,0,0,0,1,1,2,100.0
2012,550000,0,0,0,3,1,3,50.0
2018,625000,1,0,0,1,1,0,75.0
2017,310000,1,0,0,2,1,0,50.0
2017,500000,0,0,0,1,1,0,75.0
2016,610000,0,0,0,1,1,0,75.0
2012,150000,0,0,0,3,1,3,75.0
2015,480000,0,0,0,1,1,2,75.0
2017,650000,1,0,0,1,1,1,75.0
2012,290000,0,0,0,2,1,3,100.0
2017,300000,1,0,0,2,1,1,50.0
2010,270000,0,0,0,4,1,3,75.0
2015,400000,0,0,0,2,1,1,75.0
2015,280000,1,0,0,2,1,0,50.0
2009,250000,1,0,0,3,1,1,75.0
